# Single SKU Max Power Table
# |CCK 1~11  | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  |
ch1 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch2 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch3 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch4 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch5 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch6 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch7 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch8 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch9 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch10 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch11 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch12 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch13 19 19 18 18 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 19 19 18 18 18 18 17 17 18 18 18 18 18 18 17 17 18 18 18 18 18 18 17 17
ch14 19 19 18 18
# End of Single SKU Table
